"MAPPINGID","SOURCE_SYSTEM","TARGET_SYSTEM","ATTRIBUTE","KEY","VALUE","DESCRIPTION"
"25841","HWSI","MAJESCO","Language","Dutch","DU","Preferred Language"
"25842","HWSI","MAJESCO","Language","Egyptian","EG","Preferred Language"
"25860","HWSI","MAJESCO","Language","Kurdish","KU","Preferred Language"
"25861","HWSI","MAJESCO","Language","Lao/Laotian","LA","Preferred Language"
"25862","HWSI","MAJESCO","Language","Mandarin","MA","Preferred Language"
"25863","HWSI","MAJESCO","Language","Mien","MI","Preferred Language"
"25864","HWSI","MAJESCO","Language","Marathi","MR","Preferred Language"
"25865","HWSI","MAJESCO","Language","NOT USED","NU","Preferred Language"
"25866","HWSI","MAJESCO","Language","Other Sign","OS","Preferred Language"
"25867","HWSI","MAJESCO","Language","Other","OT","Preferred Language"
"25868","HWSI","MAJESCO","Language","Persian","PE","Preferred Language"
"25869","HWSI","MAJESCO","Language","Polish","PO","Preferred Language"
"25870","HWSI","MAJESCO","Language","Portuguese","PT","Preferred Language"
"25871","HWSI","MAJESCO","Language","Romanian","RO","Preferred Language"
"25872","HWSI","MAJESCO","Language","Russian","RU","Preferred Language"
"25873","HWSI","MAJESCO","Language","American Sign","SL","Preferred Language"
"25874","HWSI","MAJESCO","Language","Samoan","SM","Preferred Language"
"25875","HWSI","MAJESCO","Language","Spanish","SP","Preferred Language"
"25876","HWSI","MAJESCO","Language","Swedish","SW","Preferred Language"
"25877","HWSI","MAJESCO","Language","Thai","TH","Preferred Language"
"25878","HWSI","MAJESCO","Language","Tagalog","TL","Preferred Language"
"25879","HWSI","MAJESCO","Language","Turkish","TU","Preferred Language"
"25880","HWSI","MAJESCO","Language","Ukrainian","UK","Preferred Language"
"25881","HWSI","MAJESCO","Language","Urdu","UR","Preferred Language"
"25882","HWSI","MAJESCO","Language","Vietnamese","VT","Preferred Language"
"25883","HWSI","MAJESCO","Language","Unable to Read","XX","Preferred Language"
"25884","HWSI","MAJESCO","Language","Yiddish","YI","Preferred Language"
"22309","PAS","GSSP","statusCode","Sold","Sold Approved","Retrieving GSSP statusCode based on PAS statusCode"
"22310","PAS","GSSP","statusCode","Proposal Sold","Sold Pending","Retrieving GSSP statusCode based on PAS statusCode"
"22311","PAS","GSSP","PreEnrollStatus","PendingEnrollDef","Not Started","Retrieving PreEnrollStatus based on caseStatusCT"
"22312","PAS","GSSP","PreEnrollStatus","PendingEnroll","Complete","Retrieving PreEnrollStatus based on caseStatusCT"
"22313","PAS","GSSP","PreEnrollStatus","Pending","Not Started","Retrieving PreEnrollStatus based on caseStatusCT"
"22314","PAS","GSSP","EnrollStatus","Pending","Not Started","Retrieving EnrollStatus based on caseStatusCT"
"22315","PAS","GSSP","EnrollStatus","PendingImpl","Not Started","Retrieving EnrollStatus based on caseStatusCT"
"22316","PAS","GSSP","answerDescription","RATEGUARANTEE_24","24 Months","Retrieving GSSP questionDescription based on PAS questionDesc"
"22317","PAS","GSSP","answerDescription","RATEGUARANTEE_12","12 Months","Retrieving GSSP questionDescription based on PAS questionDesc"
"22318","GSSP","PAS","answerDescription","10001_Yes","Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22319","GSSP","PAS","answerDescription","10001_No","N","Retrieving GSSP answerDescription based on PAS answerCode"
"22320","GSSP","MAJESCO","Groupstatus_Code","PendingEnrollDef","103","Portal_Status"
"22321","GSSP","PAS","questionCode","10007","LTDREQUESTED","Retrieving GSSP questionCode based on PAS questionCode"
"22322","GSSP","PAS","questionCode","10008","TIERTYPE","Retrieving GSSP questionCode based on PAS questionCode"
"22323","GSSP","PAS","questionCode","10009","STDREQUESTED","Retrieving GSSP questionCode based on PAS questionCode"
"27027","GSSP","MAJESCO","Maj_Bil","Sales Associate Director","SALES_ASSO_DIR","billingroles"
"22324","PAS","GSSP","statusCode","RFP Decision","Sold Approved","Retrieving GSSP statusCode based on PAS statusCode"
"22325","PAS","GSSP","statusCode","Census Received","Underwriting Review","Retrieving GSSP statusCode based on PAS statusCode"
"22326","PAS","GSSP","statusCode","WorkFlowSubmitted","Underwriting Review","Retrieving GSSP statusCode based on PAS statusCode"
"22327","PAS","GSSP","statusCode","Proposal","Pending","Retrieving GSSP statusCode based on PAS statusCode"
"22328","GSSP","PAS","answerDescription","10004_Not Included","N","Retrieving GSSP answerDescription based on PAS answerCode"
"22329","GSSP","PAS","answerDescription","20003_90 Day Elimination Period","90","Retrieving GSSP answerDescription based on PAS answerCode"
"22330","GSSP","PAS","answerDescription","20003_180 Day Elimination Period","180","Retrieving GSSP answerDescription based on PAS answerCode"
"22331","GSSP","PAS","questionCode","10002","ELIGIBLELIVES","Retrieving GSSP questionCode based on PAS questionCode"
"22332","GSSP","PAS","answerDescription","10008_2 Tier (Employee, Employee + Family)","2Tier","Retrieving GSSP answerDescription based on PAS answerCode"
"22333","GSSP","PAS","questionCode","10005","RATEGUARANTEE","Retrieving GSSP questionCode based on PAS questionCode"
"22334","GSSP","PAS","questionCode","10006","BROKERCOMMISSIONTYPE","Retrieving GSSP questionCode based on PAS questionCode"
"22335","MAJESCO","GSSP","MonthOfTheYear","6","June","NULL"
"22336","MAJESCO","GSSP","MonthOfTheYear","7","July","NULL"
"22337","PAS","GSSP","statusCode","Final Rated","Underwriting Review","Retrieving GSSP statusCode based on PAS statusCode"
"22338","GSSP","MAJESCO","deliveryMethod","302","EMAIL_MAIL","converting to PAS deliveymethod"
"22339","MAJESCO","GSSP","Frequency","QUARTERLY","101","NULL"
"22351","MAJESCO","ICOMP","SalesOffice","47","47","Cleveland"
"22352","GSSP","PAS","answerDescription","10008_1 Tier rate (Employee Only)","1Tier","Retrieving GSSP answerDescription based on PAS answerCode"
"22353","GSSP","PAS","answerDescription","20002_26 week duration","26","Retrieving GSSP answerDescription based on PAS answerCode"
"22354","GSSP","PAS","answerDescription","10005_24 Months","24","Retrieving GSSP answerDescription based on PAS answerCode"
"22355","GSSP","PAS","answerDescription","10008_3 Tier (Employee, Employee+One, Employee+Family)","3Tier","Retrieving GSSP answerDescription based on PAS answerCode"
"22356","GSSP","PAS","answerDescription","10008_4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","4Tier","Retrieving GSSP answerDescription based on PAS answerCode"
"22357","GSSP","PAS","answerDescription","10010_Yes","Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22358","GSSP","PAS","answerDescription","10010_No","N","Retrieving GSSP answerDescription based on PAS answerCode"
"22359","GSSP","PAS","answerDescription","10007_Yes","Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22360","GSSP","PAS","answerDescription","10007_No","N","Retrieving GSSP answerDescription based on PAS answerCode"
"22361","GSSP","PAS","answerDescription","10009_Yes","Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22362","GSSP","PAS","answerDescription","10003_Eligible","Eligible","Retrieving GSSP answerDescription based on PAS answerCode"
"22363","GSSP","MAJESCO","CP_BSCL_7","CP_106","COVERAGEAMOUNT-*-BDEPLS","NULL"
"22364","GSSP","PAS","answerDescription","10003_Participating","Participating","Retrieving GSSP answerDescription based on PAS answerCode"
"27028","GSSP","MAJESCO","Maj_Bil","Sales AVP","SALES_AVP","billingroles"
"22365","PAS","GSSP","Provisions_BSCL_1","BSCL_Custom","Maximum Benefit Amount_*_Base","Retrieving Provision based on value"
"22366","PAS","GSSP","Provisions_BSCL_2","BSCL_Custom","Definition of Earnings_*_Base","Retrieving Provision based on value"
"22367","GSSP","PAS","answerDescription","10004_Included","Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22368","MAJESCO","ICOMP","SalesOffice","44","44","Nashville"
"22369","GSSP","PAS","questionCode","20003","ELIMINATIONPERIOD","Retrieving GSSP questionCode based on PAS questionCode"
"22370","GSSP","PAS","answerDescription","None","BROKERCOMMISSIONTYPE_None","Retrieving GSSP answerDescription based on PAS answerCode"
"22340","MAJESCO","GSSP","Frequency","ANNUAL","102","NULL"
"22341","PAS","GSSP","statusCode","PreSubmitted","Draft","Retrieving GSSP statusCode based on PAS statusCode"
"22342","PAS","GSSP","statusCode","Plan Design","Underwriting Review","Retrieving GSSP statusCode based on PAS statusCode"
"22343","PAS","GSSP","statusCode","Proposed","Proposal Ready","Retrieving GSSP statusCode based on PAS statusCode"
"22344","MAJESCO","GSSP","nameCategoryCode","DPPO","202","Retrieve nameCategoryCode based on productCode"
"22345","MAJESCO","GSSP","nameCategoryCode","LTD","403","Retrieve nameCategoryCode based on productCode"
"22346","MAJESCO","GSSP","nameCategoryCode","CIAA","601","Retrieve nameCategoryCode based on productCode"
"22347","GSSP","PAS","answerDescription","10009_No","N","Retrieving GSSP answerDescription based on PAS answerCode"
"22348","GSSP","PAS","answerDescription","20002_13 week duration","13","Retrieving GSSP answerDescription based on PAS answerCode"
"22349","PAS","GSSP","FileStatus","Active","Completed","Retrieving FileStatus based on status"
"22350","MAJESCO","GSSP","PaymentMethod","LOCKBOX","104","NULL"
"22371","GSSP","MAJESCO","CP_BSCL_8","CP_106","COVERAGEAMOUNT-LessThan6Months-BDEPLC","NULL"
"22372","GSSP","PAS","answerDescription","10005_12 Months","12","Retrieving GSSP answerDescription based on PAS answerCode"
"22373","Majesco","Impaqs","OPTL_Document","1036920461","SupplementalADD","NULL"
"22374","GSSP","PAS","questionCode","50002","PARTICIPATIONPCT","Retrieving GSSP questionCode based on PAS questionCode"
"22375","PAS","GSSP","statusCode","Quoted","Underwriting Review","Retrieving GSSP statusCode based on PAS statusCode"
"22376","MAJESCO","GSSP","name","OPTL","Supplemental Life/AD&D","Retrieve name based on productCode"
"22377","MAJESCO","GSSP","name","ACC","Accident","Retrieve name based on productCode"
"22378","GSSP","PAS","answerDescription","Flat Percentage","BROKERCOMMISSIONTYPE_Flat Percentage","Retrieving GSSP answerDescription based on PAS answerCode"
"22379","GSSP","PAS","answerDescription","Included","PORTABILITY_Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22380","MAJESCO","ICOMP","SalesOffice","81","81","New Jersey"
"25910","HWSI","MAJESCO","CoverageInd","EE","4","CoverageInd"
"22381","GSSP","PAS","answerDescription","Not Included","PORTABILITY_N","Retrieving GSSP answerDescription based on PAS answerCode"
"22382","GSSP","PAS","answerDescription","13 week duration STD with 90 Day EP on LTD","ELIMINATIONPERIOD_90","Retrieving GSSP answerDescription based on PAS answerCode"
"22383","GSSP","PAS","answerDescription","26 week duration STD with 180 Day EP on LTD","ELIMINATIONPERIOD_180","Retrieving GSSP answerDescription based on PAS answerCode"
"22384","PAS","GSSP","EnrollStatus","PendingEnrollDef","Not Started","Retrieving EnrollStatus based on caseStatusCT"
"22385","PAS","GSSP","EnrollStatus","PendingEnroll+Pending","Not Started","Retrieving EnrollStatus based on caseStatusCT and stageStatusCT"
"22386","PAS","GSSP","EnrollStatus","PendingEnroll+Active","In Progress","Retrieving EnrollStatus based on caseStatusCT and stageStatusCT"
"22387","PAS","GSSP","EnrollStatus","PendingEnroll+Dormant","In Progress","Retrieving EnrollStatus based on caseStatusCT and stageStatusCT"
"22388","MAJESCO","GSSP","nameCategoryCode","BSCL","105","Retrieve nameCategoryCode based on productCode"
"22389","MAJESCO","GSSP","nameCategoryCode","OPTL","107","Retrieve nameCategoryCode based on productCode"
"22390","MAJESCO","GSSP","nameCategoryCode","ACC","502","Retrieve nameCategoryCode based on productCode"
"22391","MAJESCO","GSSP","nameCategoryCode","DHMO","201","Retrieve nameCategoryCode based on productCode"
"22392","MAJESCO","GSSP","nameCategoryCode","HI","504","Retrieve nameCategoryCode based on productCode"
"22393","MAJESCO","GSSP","nameCategoryCode","VIS","704","Retrieve nameCategoryCode based on productCode"
"22394","MAJESCO","GSSP","nameCategoryCode","STD","402","Retrieve nameCategoryCode based on productCode"
"22395","MAJESCO","GSSP","nameCategoryCode","LGL","1003","Retrieve nameCategoryCode based on productCode"
"22396","MAJESCO","GSSP","name","BSCL","Basic Life/AD&D","Retrieve name based on productCode"
"22397","GSSP","PAS","answerDescription","Yes","PRIORCOVERAGE_Y","Retrieving GSSP answerDescription based on PAS answerCode"
"22398","GSSP","PAS","answerDescription","No","PRIORCOVERAGE_N","Retrieving GSSP answerDescription based on PAS answerCode"
"22399","Majesco","Impaqs","LTD_Document","LTD","LTD","NULL"
"22400","PAS","GSSP","EnrollStatus","PendingBillDefn","Not Started","Retrieving EnrollStatus based on caseStatusCT"
"22401","PAS","ETL","CountryName","1025","Norfolk Island (Australia)","NULL"
"22402","GSSP","PAS","answerDescription","Standard Scale","BROKERCOMMISSIONTYPE_Standard Scale","Retrieving GSSP answerDescription based on PAS answerCode"
"22403","GSSP","PAS","questionDesc","10004","Portability","Retrieving GSSP questionDescription based on PAS questionDesc"
"22404","GSSP","PAS","questionDesc","10005","Rate Guarantee","Retrieving GSSP questionDescription based on PAS questionDesc"
"22405","GSSP","PAS","questionDesc","10006","Broker Commission Type","Retrieving GSSP questionDescription based on PAS questionDesc"
"22406","MAJESCO","ICOMP","SalesOffice","90","90","New York"
"22407","MAJESCO","GSSP","nameCode","CIAA","601","Retrieve nameCode based on productCode"
"22408","MAJESCO","GSSP","nameCode","VIS","704","Retrieve nameCode based on productCode"
"22409","MAJESCO","GSSP","nameCode","STD","402","Retrieve nameCode based on productCode"
"22410","MAJESCO","GSSP","nameCode","LGL","1003","Retrieve nameCode based on productCode"
"22411","MAJESCO","GSSP","typeCode","BSCL","100","Retrieve typeCode based on productCode"
"25911","HWSI","MAJESCO","CoverageInd","EEF","4","CoverageInd"
"22412","GSSP","PAS","questionDesc","10007","Are you also requesting a quote for LTD?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22413","GSSP","PAS","questionDesc","10008","Tier Type","Retrieving GSSP questionDescription based on PAS questionDesc"
"22414","MAJESCO","GSSP","name","DHMO","Dental-DHMO","Retrieve name based on productCode"
"22415","GSSP","PAS","questionDesc","10009","Are you also requesting a quote for STD?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22416","GSSP","PAS","questionDesc","20001","Source of Premium","Retrieving GSSP questionDescription based on PAS questionDesc"
"22417","GSSP","PAS","questionDesc","20002","Maximum Benefit period (Week)","Retrieving GSSP questionDescription based on PAS questionDesc"
"22418","GSSP","PAS","questionDesc","20003","Elimination Period","Retrieving GSSP questionDescription based on PAS questionDesc"
"22419","GSSP","PAS","questionDesc","10011","Broker Commission Percent","Retrieving GSSP questionDescription based on PAS questionDesc"
"22420","GSSP","PAS","questionDesc","50002","Participation Percent","Retrieving GSSP questionDescription based on PAS questionDesc"
"22421","MAJESCO","GSSP","name","HI","Hospital Indemnity","Retrieve name based on productCode"
"22422","MAJESCO","GSSP","name","DPPO","Dental-DPPO","Retrieve name based on productCode"
"22423","MAJESCO","GSSP","name","LTD","Long Term Disability","Retrieve name based on productCode"
"22424","Majesco","Impaqs","DHMO_Document","DHMO","DHMO","NULL"
"22425","GSSP","PAS","answerDescription","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","TIERTYPE_4Tier","Retrieving GSSP answerDescription based on PAS answerCode"
"22426","PAS","GSSP","Provisions_BSCL_3","BSCL_Custom","Average Commission/Bonus (Months)_*_Base","Retrieving Provision based on value"
"22427","GSSP","PAS","questionDesc","10001","Prior coverage Exists?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22428","GSSP","PAS","questionDesc","10003","Is Census Participating or Eligible Lives?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22429","MAJESCO","GSSP","nameCode","LTD","403","Retrieve nameCode based on productCode"
"22430","GSSP","PAS","Name","Short Term Disability","STD","Retrieving Name based on ProductName"
"22431","MAJESCO","GSSP","ReturnPaymentReason","BANK_ACCOUNT_CLOSED","300","NULL"
"22432","MAJESCO","GSSP","ReturnPaymentReason","INSUFFICIENT_FUNDS","302","NULL"
"22455","MAJESCO","GSSP","nameCode","OPTL","107","Retrieve nameCode based on productCode"
"22456","Majesco","Impaqs","STD_Document","STD","STD","NULL"
"22457","GSSP","PAS","siccodeStatusCTDescription","3537","Computer and Peripheral Equipment Mfg.","Retrieving SIC Description based on SIC Code"
"22458","GSSP","PAS","siccodeStatusCTDescription","912","Postharvest Crop Activities (Except Cotton Ginning)","Retrieving SIC Description based on SIC Code"
"22459","GSSP","PAS","siccodeStatusCTDescription","3291","Other Aluminum Rolling, Drawing, and Extruding","Retrieving SIC Description based on SIC Code"
"22460","GSSP","PAS","siccodeStatusCTDescription","2011","Other Building Equipment Contractors","Retrieving SIC Description based on SIC Code"
"22461","GSSP","PAS","siccodeStatusCTDescription","214","Apple Orchards","Retrieving SIC Description based on SIC Code"
"22462","GSSP","PAS","siccodeStatusCTDescription","3131","Cement Mfg.","Retrieving SIC Description based on SIC Code"
"22463","GSSP","PAS","siccodeStatusCTDescription","3357","Prefabricated Metal Building and Component Mfg.","Retrieving SIC Description based on SIC Code"
"22464","PAS","ETL","CountryName","952","North Korea","NULL"
"22433","GSSP","PAS","siccodeStatusCTDescription","3296","Other Communication and Energy Wire Mfg.","Retrieving SIC Description based on SIC Code"
"22434","GSSP","PAS","siccodeStatusCTDescription","3431","Small Arms, Ordnance, and Ordnance Accessories Mfg.","Retrieving SIC Description based on SIC Code"
"22435","GSSP","PAS","siccodeStatusCTDescription","2823","Soap and Other Detergent Mfg.","Retrieving SIC Description based on SIC Code"
"22436","MAJESCO","ICOMP","SalesOffice","82","82","Philadelphia"
"27029","GSSP","MAJESCO","Maj_Bil","Registration-GSS","REG_GSS","billingroles"
"22437","MAJESCO","GSSP","typeCode","OPTL","100","Retrieve typeCode based on productCode"
"22438","MAJESCO","GSSP","typeCode","ACC","500","Retrieve typeCode based on productCode"
"22439","MAJESCO","GSSP","typeCode","DHMO","200","Retrieve typeCode based on productCode"
"22440","MAJESCO","GSSP","typeCode","HI","500","Retrieve typeCode based on productCode"
"22441","MAJESCO","GSSP","typeCode","DPPO","200","Retrieve typeCode based on productCode"
"22442","MAJESCO","GSSP","typeCode","LTD","400","Retrieve typeCode based on productCode"
"22443","MAJESCO","GSSP","typeCode","CIAA","600","Retrieve typeCode based on productCode"
"22444","MAJESCO","GSSP","typeCode","VIS","700","Retrieve typeCode based on productCode"
"22445","MAJESCO","GSSP","name","CIAA","Critical Illness","Retrieve name based on productCode"
"22446","MAJESCO","GSSP","name","VIS","Vision","Retrieve name based on productCode"
"22447","MAJESCO","MetFacs2","SalesOff_FIN_RSPN","77","77","Charlotte"
"22448","MAJESCO","GSSP","name","LGL","Legal Services","Retrieve name based on productCode"
"22449","MAJESCO","GSSP","nameCode","BSCL","105","Retrieve nameCode based on productCode"
"22450","GSSP","PAS","answerDescription","Eligible","CENSUSPARTICIPATINGORLIVES_Eligible","Retrieving GSSP answerDescription based on PAS answerCode"
"22451","GSSP","PAS","answerDescription","Participating","CENSUSPARTICIPATINGORLIVES_Participating","Retrieving GSSP answerDescription based on PAS answerCode"
"22452","MAJESCO","GSSP","name","STD","Short Term Disability","Retrieve name based on productCode"
"22453","MAJESCO","MetFacs2","SalesOff_ADMN_UNIT","76","032","Boston"
"22454","GSSP","PAS","questionDesc","10002","Eligible Lives","Retrieving GSSP questionDescription based on PAS questionDesc"
"22465","GSSP","PAS","siccodeStatusCTDescription","3324","Hardware Mfg.","Retrieving SIC Description based on SIC Code"
"22466","GSSP","PAS","siccodeStatusCTDescription","1446","Bituminous Coal and Lignite Surface Mining","Retrieving SIC Description based on SIC Code"
"22467","GSSP","PAS","siccodeStatusCTDescription","2013","Plumbing, Heating, and Air Conditioning Contractors","Retrieving SIC Description based on SIC Code"
